id,oneway,category,nodes
522,False,residential,"['475977669', '1316471745']"
523,False,residential,"['1316471745', '475977669']"
524,False,residential,"['1316471745', '1316472028']"
525,False,residential,"['1316472028', '1316471745']"
526,False,residential,"['1316472028', '1316471699']"
527,False,residential,"['1316471699', '1316472028']"
528,False,residential,"['1316471699', '476555409', '1316471883']"
529,False,residential,"['1316471883', '476555409', '1316471699']"
530,False,residential,"['1316471883', '1320103889']"
531,False,residential,"['1320103889', '1316471883']"
532,False,residential,"['1320103889', '1320104098']"
533,False,residential,"['1320104098', '1320103889']"
534,False,residential,"['1320104098', '1320103934']"
535,False,residential,"['1320103934', '1320104098']"
536,False,residential,"['1320103934', '476556302']"
537,False,residential,"['476556302', '1320103934']"
538,False,residential,"['476556302', '1316471754']"
539,False,residential,"['1316471754', '476556302']"
540,False,residential,"['1316471754', '1320104043']"
541,False,residential,"['1320104043', '1316471754']"
542,False,residential,"['1320104043', '1316471946']"
543,False,residential,"['1316471946', '1320104043']"
544,False,residential,"['1316471946', '1320103936']"
545,False,residential,"['1320103936', '1316471946']"
546,False,residential,"['1320103936', '1320103989']"
547,False,residential,"['1320103989', '1320103936']"
548,False,residential,"['1320103989', '476555412', '1320104088']"
549,False,residential,"['1320104088', '476555412', '1320103989']"
550,False,residential,"['1320104088', '1316471803']"
551,False,residential,"['1316471803', '1320104088']"
552,False,residential,"['1316471803', '1320103684']"
553,False,residential,"['1320103684', '1316471803']"
554,False,residential,"['1320103684', '1320103603']"
555,False,residential,"['1320103603', '1320103684']"
556,False,residential,"['1320103603', '476557955']"
557,False,residential,"['476557955', '1320103603']"
558,False,residential,"['476557955', '1320104124']"
559,False,residential,"['1320104124', '476557955']"
560,False,residential,"['1320104124', '476555415', '1320103955']"
561,False,residential,"['1320103955', '476555415', '1320104124']"
562,False,residential,"['1320103955', '1320104105']"
563,False,residential,"['1320104105', '1320103955']"
564,False,residential,"['1320104105', '1320104117']"
565,False,residential,"['1320104117', '1320104105']"
566,False,residential,"['1320104117', '1320103891']"
567,False,residential,"['1320103891', '1320104117']"
568,False,residential,"['1320103891', '1320103964']"
569,False,residential,"['1320103964', '1320103891']"
570,False,residential,"['1320103964', '1320103644']"
571,False,residential,"['1320103644', '1320103964']"
572,False,residential,"['1320103644', '476559347']"
573,False,residential,"['476559347', '1320103644']"
574,False,residential,"['476559347', '476555417', '7113864538', '476555419']"
575,False,residential,"['476555419', '7113864538', '476555417', '476559347']"
576,False,residential,"['476556038', '1320103999']"
577,False,residential,"['1320103999', '476556038']"
578,False,residential,"['1320103999', '1320103877']"
579,False,residential,"['1320103877', '1320103999']"
580,False,residential,"['1320103877', '476556039']"
581,False,residential,"['476556039', '1320103877']"
582,False,residential,"['476556039', '1320104092']"
583,False,residential,"['1320104092', '476556039']"
584,False,residential,"['1320104092', '1320103992']"
585,False,residential,"['1320103992', '1320104092']"
586,False,residential,"['1320103992', '476556040', '1319204556']"
587,False,residential,"['1319204556', '476556040', '1320103992']"
588,False,tertiary,"['476556641', '599406834']"
589,False,tertiary,"['599406834', '476556641']"
590,False,tertiary,"['599406834', '6975647423', '1316236929']"
591,False,tertiary,"['1316236929', '6975647423', '599406834']"
592,False,tertiary,"['1316236929', '483099864']"
593,False,tertiary,"['483099864', '1316236929']"
594,False,tertiary,"['483099864', '1316236857']"
595,False,tertiary,"['1316236857', '483099864']"
596,False,tertiary,"['1316236857', '476559922']"
597,False,tertiary,"['476559922', '1316236857']"
598,False,tertiary,"['476559922', '1316236428']"
599,False,tertiary,"['1316236428', '476559922']"
600,False,tertiary,"['1316236428', '476556643', '481498188']"
601,False,tertiary,"['481498188', '476556643', '1316236428']"
602,False,tertiary,"['481498188', '1563370146', '1316472038']"
603,False,tertiary,"['1316472038', '1563370146', '481498188']"
604,False,tertiary,"['1316472038', '1316471916']"
605,False,tertiary,"['1316471916', '1316472038']"
606,False,tertiary,"['1316471916', '1316471825']"
607,False,tertiary,"['1316471825', '1316471916']"
608,False,tertiary,"['1316471825', '1316236825']"
609,False,tertiary,"['1316236825', '1316471825']"
610,False,tertiary,"['1316236825', '476556645']"
611,False,tertiary,"['476556645', '1316236825']"
612,True,residential,"['476558313', '7113864521', '476559393', '476559394']"
613,True,residential,"['476559394', '476559393', '7113864521', '476558313']"
614,True,residential,"['476559394', '476559988']"
615,True,residential,"['476559988', '476559394']"
616,True,residential,"['476559988', '1316472118']"
617,True,residential,"['1316472118', '476559988']"
618,True,residential,"['1316472118', '1316237110']"
619,True,residential,"['1316237110', '1316472118']"
620,True,residential,"['1316237110', '1316471929']"
621,True,residential,"['1316471929', '1316237110']"
622,True,residential,"['1316471929', '599406827']"
623,True,residential,"['599406827', '1316471929']"
624,True,residential,"['599406827', '476559329']"
625,True,residential,"['476559329', '599406827']"
626,True,residential,"['476559329', '1404037113', '476559396', '476554817']"
627,True,residential,"['476554817', '476559396', '1404037113', '476559329']"
628,True,residential,"['476559922', '1316236807']"
629,True,residential,"['1316236807', '476559922']"
630,True,residential,"['1316236807', '1316236406']"
631,True,residential,"['1316236406', '1316236807']"
632,True,residential,"['1316236406', '1316236979']"
633,True,residential,"['1316236979', '1316236406']"
634,True,residential,"['1316236979', '1316236520']"
635,True,residential,"['1316236520', '1316236979']"
636,True,residential,"['1316236520', '654403074']"
637,True,residential,"['654403074', '1316236520']"
638,True,residential,"['654403074', '1316237012']"
639,True,residential,"['1316237012', '654403074']"
640,True,residential,"['1316237012', '4861469313', '1316236844']"
641,True,residential,"['1316236844', '4861469313', '1316237012']"
642,True,residential,"['1316236844', '1316237157']"
643,True,residential,"['1316237157', '1316236844']"
644,True,residential,"['1316237157', '1316236408']"
645,True,residential,"['1316236408', '1316237157']"
646,True,residential,"['1316236408', '1316236681']"
647,True,residential,"['1316236681', '1316236408']"
648,True,residential,"['1316236681', '1316236368']"
649,True,residential,"['1316236368', '1316236681']"
650,True,residential,"['1316236368', '476559988']"
651,True,residential,"['476559988', '1316236368']"
652,True,residential,"['476559988', '1563370141', '476559990']"
653,True,residential,"['476559990', '1563370141', '476559988']"
654,True,residential,"['476559990', '481500505']"
655,True,residential,"['481500505', '476559990']"
656,True,residential,"['481500505', '1324294478', '477444705', '476560013']"
657,True,residential,"['476560013', '477444705', '1324294478', '481500505']"
658,True,residential,"['476560013', '477445174']"
659,True,residential,"['477445174', '476560013']"
660,True,residential,"['477445174', '856909306']"
661,True,residential,"['856909306', '477445174']"
662,True,residential,"['856909306', '856909650', '856909286']"
663,True,residential,"['856909286', '856909650', '856909306']"
664,False,residential,"['476560879', '476561126', '476561127', '476561128', '1319204488', '1563373714', '1319204501', '1319204493', '481500915', '1319204589', '1319641025', '482729263', '476561129', '1563362026', '476561130']"
665,False,residential,"['476561130', '1563362026', '476561129', '482729263', '1319641025', '1319204589', '481500915', '1319204493', '1319204501', '1563373714', '1319204488', '476561128', '476561127', '476561126', '476560879']"
666,True,residential,"['479286226', '1315785290', '479293180', '1315785507', '479286446']"
667,True,residential,"['479286446', '1315785507', '479293180', '1315785290', '479286226']"
668,True,residential,"['479286446', '1315785384']"
669,True,residential,"['1315785384', '479286446']"
670,True,residential,"['1315785384', '1315785297']"
671,True,residential,"['1315785297', '1315785384']"
672,True,residential,"['1315785297', '1315785261']"
673,True,residential,"['1315785261', '1315785297']"
674,True,residential,"['1315785261', '1315785427']"
675,True,residential,"['1315785427', '1315785261']"
676,True,residential,"['1315785427', '1315785622']"
677,True,residential,"['1315785622', '1315785427']"
678,True,residential,"['1315785622', '1315785310']"
679,True,residential,"['1315785310', '1315785622']"
680,True,residential,"['1315785310', '1315785339']"
681,True,residential,"['1315785339', '1315785310']"
682,True,residential,"['1315785339', '1315785501']"
683,True,residential,"['1315785501', '1315785339']"
684,True,residential,"['1315785501', '479286375']"
685,True,residential,"['479286375', '1315785501']"
686,True,residential,"['479286375', '479291272']"
687,True,residential,"['479291272', '479286375']"
688,True,residential,"['479288912', '1315785614']"
689,True,residential,"['1315785614', '479288912']"
690,True,residential,"['1315785614', '1315785479']"
691,True,residential,"['1315785479', '1315785614']"
692,True,residential,"['1315785479', '1315785600']"
693,True,residential,"['1315785600', '1315785479']"
694,True,residential,"['1315785600', '1315785337']"
695,True,residential,"['1315785337', '1315785600']"
696,True,residential,"['1315785337', '1315785401']"
697,True,residential,"['1315785401', '1315785337']"
698,True,residential,"['1315785401', '479288842']"
699,True,residential,"['479288842', '1315785401']"
700,True,residential,"['479288842', '1315785274']"
701,True,residential,"['1315785274', '479288842']"
702,True,residential,"['1315785274', '1315785344']"
703,True,residential,"['1315785344', '1315785274']"
704,True,residential,"['1315785344', '1315785443', '1315785399', '1315785563', '1315785358', '479293036', '1315785405', '1315785607', '1315785592', '1315785258', '1315785616', '477618799']"
705,True,residential,"['477618799', '1315785616', '1315785258', '1315785592', '1315785607', '1315785405', '479293036', '1315785358', '1315785563', '1315785399', '1315785443', '1315785344']"
706,False,tertiary,"['385113763', '481397312']"
707,False,tertiary,"['481397312', '385113763']"
708,False,tertiary,"['481397312', '385113970', '1315785605']"
709,False,tertiary,"['1315785605', '385113970', '481397312']"
710,False,tertiary,"['1315785605', '481390844', '1315785477']"
711,False,tertiary,"['1315785477', '481390844', '1315785605']"
712,False,tertiary,"['1315785477', '385113971']"
713,False,tertiary,"['385113971', '1315785477']"
714,False,tertiary,"['385113971', '481439262']"
715,False,tertiary,"['481439262', '385113971']"
716,False,tertiary,"['481439262', '385113972', '385113973', '385113974', '481396599']"
717,False,tertiary,"['481396599', '385113974', '385113973', '385113972', '481439262']"
718,False,tertiary,"['481396599', '479291272']"
719,False,tertiary,"['479291272', '481396599']"
720,False,tertiary,"['479291272', '385113975']"
721,False,tertiary,"['385113975', '479291272']"
722,True,residential,"['477618430', '479292967', '1573781748', '479292469']"
723,True,residential,"['479292469', '1573781748', '479292967', '477618430']"
724,True,residential,"['479292469', '1315785601']"
725,True,residential,"['1315785601', '479292469']"
726,True,residential,"['1315785601', '1503769891', '479290062']"
727,True,residential,"['479290062', '1503769891', '1315785601']"
728,True,residential,"['479290062', '1562117598']"
729,True,residential,"['1562117598', '479290062']"
730,True,residential,"['1562117598', '479292494', '1315785534']"
731,True,residential,"['1315785534', '479292494', '1562117598']"
732,True,residential,"['1315785534', '481390600', '479292512', '481390560']"
733,True,residential,"['481390560', '479292512', '481390600', '1315785534']"
734,True,secondary,"['152878617', '4075546737', '4075546738', '4075546740', '601663327']"
735,True,secondary,"['601663327', '4075546740', '4075546738', '4075546737', '152878617']"
736,False,residential,"['773662896', '1316623614']"
